user_id,transactionId,created
39554,277172,2016-10-01 22:27:43
14801,277175,2016-10-01 23:02:32
88161,277235,2016-10-02 19:39:16
12439,277286,2016-10-03 09:56:43
10831,277668,2016-10-05 15:20:07
11993,277682,2016-10-05 15:58:15
88275,277688,2016-10-05 16:22:08
7459,277935,2016-10-07 15:11:24
3880,278020,2016-10-08 12:28:01
68728,278025,2016-10-08 15:19:02
89097,278070,2016-10-09 10:48:32
89150,278125,2016-10-09 23:38:53
26627,278228,2016-10-10 16:50:57
711,278235,2016-10-10 17:21:48
14801,278829,2016-10-14 22:33:09
85443,278920,2016-10-15 23:48:27
31181,279003,2016-10-16 22:59:15
12439,279021,2016-10-17 06:24:27
89975,279087,2016-10-17 16:32:17
43866,279314,2016-10-19 10:40:55
3715,279540,2016-10-20 21:04:35
44662,279719,2016-10-21 20:32:50
7840,279798,2016-10-22 19:00:27
9894,279871,2016-10-23 18:23:30
41307,279884,2016-10-23 20:55:02
90581,279994,2016-10-24 17:29:00
90630,279995,2016-10-24 17:31:16
73792,280017,2016-10-24 19:15:32
90693,280056,2016-10-25 08:36:37
40222,280078,2016-10-25 10:19:59
67071,280204,2016-10-25 21:37:28
70283,280278,2016-10-26 12:00:53
90848,280299,2016-10-26 14:34:16
13133,280310,2016-10-26 15:32:22
6982,280356,2016-10-26 21:17:22
6444,280512,2016-10-27 23:04:20
66943,280573,2016-10-28 12:39:52
83237,280595,2016-10-28 14:22:52
10902,280844,2016-10-30 16:07:04
46178,277179,2016-10-02 00:04:42
7576,277267,2016-10-03 04:12:49
83197,278133,2016-10-10 00:53:04
7576,278859,2016-10-15 08:22:22
273,278911,2016-10-15 21:58:34
68908,279939,2016-10-24 13:18:38
81540,280342,2016-10-26 18:24:31
11983,280739,2016-10-29 14:03:13
89234,278262,2016-10-10 21:08:06
28437,278550,2016-10-13 00:17:22
15993,278777,2016-10-14 15:39:26
12439,279020,2016-10-17 06:17:45
82312,279226,2016-10-18 15:33:09
81540,279270,2016-10-18 21:11:03
39717,279430,2016-10-20 02:15:22
91206,280878,2016-10-30 23:19:43
1861,280895,2016-10-31 06:12:29
15993,280953,2016-10-31 16:37:24
10902,278088,2016-10-09 15:36:30
73949,279710,2016-10-21 19:29:19
3880,279901,2016-10-24 00:57:22
4073,280384,2016-10-27 10:09:41
10716,280753,2016-10-29 15:41:42
81684,278059,2016-10-09 00:41:01
46178,278832,2016-10-14 22:40:06
12439,280467,2016-10-27 17:37:11
12458,280193,2016-10-25 19:58:29
17819,279895,2016-10-23 23:00:45
169,280638,2016-10-28 17:03:09
90316,279571,2016-10-21 09:18:48
87082,278012,2016-10-08 10:30:38
38816,278678,2016-10-13 22:15:30
46178,279882,2016-10-23 20:40:14
3880,277855,2016-10-06 19:46:33
9916,278022,2016-10-08 13:56:41
71105,278143,2016-10-10 06:47:44
84945,278181,2016-10-10 12:09:30
66337,278554,2016-10-13 00:50:44
81389,278817,2016-10-14 20:35:15
2780,278915,2016-10-15 22:50:29
68728,279693,2016-10-21 18:30:56
35960,280448,2016-10-27 15:40:16
40222,280798,2016-10-29 21:18:04
28332,280896,2016-10-31 06:32:26
74819,279447,2016-10-20 09:56:08
70993,278686,2016-10-13 22:56:08
46178,279145,2016-10-18 02:01:04
89132,278104,2016-10-09 19:52:49
41655,278797,2016-10-14 17:18:48
44320,279153,2016-10-18 09:57:26
90505,279847,2016-10-23 13:40:29
15165,277729,2016-10-05 21:32:59
89163,279619,2016-10-21 12:01:47
89163,278466,2016-10-12 13:47:26
19851,279560,2016-10-21 01:50:45
89163,280526,2016-10-28 02:41:37
66571,277816,2016-10-06 15:40:06
69153,278661,2016-10-13 19:17:16
15328,279527,2016-10-20 19:32:24
15328,279828,2016-10-23 00:04:18
20187,280770,2016-10-29 17:54:45
46178,277876,2016-10-07 00:00:40
46178,278805,2016-10-14 18:22:23
17636,280214,2016-10-25 22:58:12
69153,279275,2016-10-18 22:11:20
89174,278164,2016-10-10 11:17:18
68724,278659,2016-10-13 19:09:40
73432,277580,2016-10-05 05:25:13
935,278876,2016-10-15 12:26:37
46178,277429,2016-10-04 10:42:59
8214,280506,2016-10-27 21:41:46
73792,279050,2016-10-17 11:29:32
3420,280860,2016-10-30 18:59:22
69153,277197,2016-10-02 11:58:51
85450,278807,2016-10-14 18:54:57
71787,278813,2016-10-14 19:21:22
7096,277666,2016-10-05 15:06:39
69931,280358,2016-10-26 21:33:32
169,280504,2016-10-27 21:26:52
18524,277883,2016-10-07 01:34:20
88063,277139,2016-10-01 14:30:15
89582,278683,2016-10-13 22:38:52
2780,278594,2016-10-13 11:45:59
8218,277786,2016-10-06 12:30:52
82234,277122,2016-10-01 11:59:05
88056,277128,2016-10-01 12:54:20
36358,277134,2016-10-01 13:37:56
85207,277143,2016-10-01 16:38:44
1817,277154,2016-10-01 18:27:21
88017,277161,2016-10-01 20:10:57
15319,277195,2016-10-02 11:42:26
39687,277198,2016-10-02 12:02:33
39088,277202,2016-10-02 12:43:22
88136,277209,2016-10-02 13:41:32
36068,277212,2016-10-02 14:09:47
88143,277219,2016-10-02 15:53:16
88144,277220,2016-10-02 16:09:34
28116,277224,2016-10-02 17:44:30
87533,277242,2016-10-02 21:46:28
88179,277246,2016-10-02 22:16:33
44963,277252,2016-10-02 23:17:53
14242,277254,2016-10-02 23:38:13
88201,277268,2016-10-03 06:15:39
87877,277272,2016-10-03 09:13:59
1620,277326,2016-10-03 15:49:06
18275,277342,2016-10-03 17:07:12
44677,277351,2016-10-03 17:42:20
88291,277403,2016-10-04 00:28:14
42899,277413,2016-10-04 05:03:03
88447,277455,2016-10-04 12:37:33
88550,277479,2016-10-04 14:47:00
73431,277492,2016-10-04 15:50:41
88576,277509,2016-10-04 17:18:47
83534,277523,2016-10-04 19:03:58
88611,277533,2016-10-04 20:30:29
14990,277544,2016-10-04 21:43:20
88632,277556,2016-10-04 23:02:11
70042,277569,2016-10-05 00:45:43
88647,277572,2016-10-05 01:28:47
3913,277577,2016-10-05 03:48:06
8361,277651,2016-10-05 13:57:18
70710,277726,2016-10-05 20:42:24
88799,277728,2016-10-05 21:07:45
13062,277818,2016-10-06 15:50:11
40325,277843,2016-10-06 18:06:04
442,277844,2016-10-06 18:21:43
10756,277872,2016-10-06 22:33:09
11782,277885,2016-10-07 04:38:22
2943,277897,2016-10-07 10:54:28
15240,277951,2016-10-07 16:48:40
30177,277955,2016-10-07 17:42:18
88998,277966,2016-10-07 19:03:02
89006,277977,2016-10-07 20:05:20
89014,277981,2016-10-07 20:52:49
74502,277990,2016-10-07 22:46:50
89029,278004,2016-10-08 06:59:32
89037,278019,2016-10-08 12:24:14
89038,278021,2016-10-08 12:31:59
69832,278041,2016-10-08 19:21:42
42204,278048,2016-10-08 21:19:44
20916,278078,2016-10-09 12:54:57
38542,278079,2016-10-09 12:59:48
89127,278094,2016-10-09 16:54:16
38795,278141,2016-10-10 04:36:49
89168,278148,2016-10-10 09:07:01
14392,278204,2016-10-10 14:07:17
14910,278253,2016-10-10 19:50:20
66378,278259,2016-10-10 20:52:52
89244,278270,2016-10-10 22:26:36
89178,278272,2016-10-10 22:39:35
89246,278276,2016-10-10 23:01:08
2799,278286,2016-10-11 06:25:26
4847,278359,2016-10-11 15:34:19
66095,278363,2016-10-11 15:53:30
89319,278372,2016-10-11 16:27:41
86972,278376,2016-10-11 16:56:32
16073,278379,2016-10-11 17:13:15
89340,278400,2016-10-11 20:47:34
89341,278401,2016-10-11 20:57:35
16455,278416,2016-10-12 00:46:43
89029,278442,2016-10-12 11:23:02
2525,278457,2016-10-12 13:33:56
4073,278531,2016-10-12 22:03:16
89461,278541,2016-10-12 23:07:03
42651,278542,2016-10-12 23:15:19
89490,278560,2016-10-13 07:37:44
9982,278663,2016-10-13 19:37:51
89589,278670,2016-10-13 20:28:01
42204,278689,2016-10-13 23:03:06
15070,278782,2016-10-14 16:04:25
82844,278862,2016-10-15 09:29:13
8507,278875,2016-10-15 12:25:35
89829,278925,2016-10-16 01:03:05
44513,278950,2016-10-16 11:47:10
89867,278960,2016-10-16 14:01:07
3805,278966,2016-10-16 15:17:32
7043,278995,2016-10-16 21:09:19
12236,279006,2016-10-16 23:11:05
89930,279017,2016-10-17 02:36:03
89932,279019,2016-10-17 06:06:15
1708,279026,2016-10-17 09:06:32
4079,279078,2016-10-17 15:34:59
82816,279091,2016-10-17 17:03:04
89996,279102,2016-10-17 20:05:07
90001,279116,2016-10-17 21:15:04
90006,279127,2016-10-17 22:13:45
90010,279134,2016-10-17 22:59:14
35389,279238,2016-10-18 16:58:46
90075,279245,2016-10-18 17:49:10
40712,279252,2016-10-18 18:33:00
34478,279266,2016-10-18 20:28:42
11307,279367,2016-10-19 15:45:54
69131,279383,2016-10-19 18:19:11
8247,279388,2016-10-19 19:04:37
41409,279411,2016-10-19 22:43:03
90213,279423,2016-10-20 00:35:04
90217,279426,2016-10-20 01:07:03
90222,279435,2016-10-20 04:47:51
90233,279448,2016-10-20 10:10:21
66301,279473,2016-10-20 12:30:33
90248,279479,2016-10-20 13:15:49
10831,279508,2016-10-20 16:11:19
89598,279529,2016-10-20 19:48:26
90289,279547,2016-10-20 21:57:20
17726,279580,2016-10-21 09:50:14
83639,279615,2016-10-21 11:52:02
90348,279636,2016-10-21 13:29:31
13062,279669,2016-10-21 15:37:50
15757,279671,2016-10-21 15:48:58
17319,279685,2016-10-21 17:38:58
90391,279702,2016-10-21 18:51:38
2344,279733,2016-10-22 00:34:00
44624,279742,2016-10-22 08:27:47
35933,279744,2016-10-22 09:11:05
12989,279772,2016-10-22 15:13:11
13131,279803,2016-10-22 19:55:57
90481,279811,2016-10-22 22:19:06
90484,279818,2016-10-22 22:51:47
83823,279820,2016-10-22 23:05:25
90496,279835,2016-10-23 08:31:15
6982,279841,2016-10-23 11:04:27
83088,279853,2016-10-23 15:08:54
90537,279880,2016-10-23 20:25:16
20188,279881,2016-10-23 20:30:23
5811,279902,2016-10-24 01:09:43
40310,279915,2016-10-24 11:06:19
9873,279926,2016-10-24 11:39:34
90612,279952,2016-10-24 14:41:05
82836,279969,2016-10-24 15:49:24
18275,280007,2016-10-24 18:37:54
68325,280011,2016-10-24 18:58:32
90648,280021,2016-10-24 19:58:35
90662,280030,2016-10-24 21:25:51
14571,280038,2016-10-24 22:13:33
90682,280051,2016-10-25 03:27:00
43025,280067,2016-10-25 09:47:59
89500,280111,2016-10-25 13:49:04
5826,280122,2016-10-25 14:40:27
2579,280135,2016-10-25 15:45:45
90745,280153,2016-10-25 16:51:24
90751,280172,2016-10-25 17:35:16
20530,280176,2016-10-25 17:45:58
8859,280246,2016-10-26 08:56:34
35217,280317,2016-10-26 15:56:04
16229,280340,2016-10-26 18:19:51
18193,280348,2016-10-26 19:34:06
90917,280378,2016-10-27 08:28:23
90938,280417,2016-10-27 13:25:41
1907,280429,2016-10-27 14:20:38
17242,280444,2016-10-27 15:34:34
66697,280461,2016-10-27 17:00:26
44476,280465,2016-10-27 17:34:44
5185,280502,2016-10-27 20:56:13
39720,280503,2016-10-27 21:08:21
8842,280527,2016-10-28 04:22:26
40490,280560,2016-10-28 11:33:11
7647,280568,2016-10-28 12:22:51
91044,280585,2016-10-28 13:39:03
20137,280633,2016-10-28 16:52:49
18275,280665,2016-10-28 19:12:10
368,280675,2016-10-28 20:44:24
74784,280683,2016-10-28 21:53:45
13062,280714,2016-10-29 10:43:31
5699,280748,2016-10-29 15:02:53
19615,280773,2016-10-29 18:21:49
85311,280782,2016-10-29 19:36:47
91161,280785,2016-10-29 19:51:48
71421,280803,2016-10-29 22:04:03
70659,280810,2016-10-29 23:32:38
25503,280828,2016-10-30 11:48:43
6834,280836,2016-10-30 12:54:41
91208,280837,2016-10-30 13:06:27
91044,280848,2016-10-30 16:36:18
91222,280850,2016-10-30 17:01:15
18275,280854,2016-10-30 18:06:41
38388,280862,2016-10-30 19:31:53
91275,280902,2016-10-31 10:18:45
91283,280908,2016-10-31 11:09:05
91285,280909,2016-10-31 11:13:32
7473,280911,2016-10-31 11:18:54
91297,280919,2016-10-31 12:47:07
19939,280933,2016-10-31 14:51:09
3207,280941,2016-10-31 15:20:14
91318,280967,2016-10-31 18:19:18
34569,280982,2016-10-31 19:07:02
91328,280988,2016-10-31 19:42:41
91330,280991,2016-10-31 19:55:22
20098,280995,2016-10-31 20:57:37
74340,280997,2016-10-31 21:07:27
6142,281011,2016-10-31 22:50:02
91347,281015,2016-10-31 23:12:47
88125,277193,2016-10-02 11:08:54
88188,277253,2016-10-02 23:36:21
3880,277395,2016-10-03 22:48:15
45813,277462,2016-10-04 13:04:08
14713,277517,2016-10-04 17:49:26
88592,277522,2016-10-04 18:42:06
88773,277705,2016-10-05 17:42:14
88776,277707,2016-10-05 17:44:33
4073,277736,2016-10-05 22:56:23
88858,277808,2016-10-06 14:28:36
82287,277847,2016-10-06 19:01:25
12657,277873,2016-10-06 23:03:10
5558,277880,2016-10-07 01:02:54
16448,278010,2016-10-08 10:12:32
11083,278138,2016-10-10 02:05:25
6807,278213,2016-10-10 14:50:42
89014,278266,2016-10-10 21:31:00
18377,278328,2016-10-11 11:57:46
10418,278519,2016-10-12 19:27:44
17319,278581,2016-10-13 10:44:20
24383,278632,2016-10-13 15:52:09
89694,278800,2016-10-14 17:45:00
89737,278840,2016-10-14 23:33:37
10163,278848,2016-10-15 01:35:22
89763,278872,2016-10-15 11:54:44
1926,278882,2016-10-15 13:26:26
7647,278991,2016-10-16 20:46:37
20530,279051,2016-10-17 11:39:42
3214,279259,2016-10-18 19:09:28
1866,279285,2016-10-18 23:44:04
89733,279291,2016-10-19 00:51:14
29044,279353,2016-10-19 13:46:46
34432,279519,2016-10-20 18:09:50
90310,279563,2016-10-21 07:36:45
18353,279827,2016-10-22 23:52:22
36130,280031,2016-10-24 21:35:21
1377,280090,2016-10-25 11:29:03
25181,280241,2016-10-26 05:11:40
83367,280243,2016-10-26 06:26:21
84,280249,2016-10-26 10:08:24
90915,280376,2016-10-27 07:33:48
90920,280382,2016-10-27 09:32:13
10014,280385,2016-10-27 10:29:24
66697,280450,2016-10-27 15:47:58
35513,280505,2016-10-27 21:35:16
15278,280511,2016-10-27 22:47:18
91092,280680,2016-10-28 21:25:33
9154,280685,2016-10-28 22:35:30
296,280688,2016-10-28 23:01:24
91128,280715,2016-10-29 11:21:50
6666,280731,2016-10-29 13:34:36
41411,280752,2016-10-29 15:28:58
28116,280767,2016-10-29 17:28:54
67644,280807,2016-10-29 22:59:02
89724,280869,2016-10-30 21:14:15
442,280874,2016-10-30 22:02:14
6557,281000,2016-10-31 21:17:39
91342,281007,2016-10-31 22:29:32
6247,277466,2016-10-04 13:24:19
88668,277746,2016-10-06 04:16:01
1076,278099,2016-10-09 17:41:31
89437,278518,2016-10-12 19:18:16
86266,278691,2016-10-13 23:42:18
83548,278704,2016-10-14 08:37:41
4079,278974,2016-10-16 17:32:08
3214,278975,2016-10-16 18:06:59
1840,279082,2016-10-17 16:14:23
13354,279197,2016-10-18 13:19:31
90061,279222,2016-10-18 15:13:48
1072,279402,2016-10-19 21:05:49
40959,279756,2016-10-22 11:26:22
90670,280042,2016-10-24 23:23:20
83940,280109,2016-10-25 13:16:55
90954,280431,2016-10-27 14:32:54
4079,280579,2016-10-28 12:59:56
91127,280710,2016-10-29 10:27:46
18358,280728,2016-10-29 13:22:06
1866,280842,2016-10-30 15:41:52
39952,280998,2016-10-31 21:09:57
13858,277244,2016-10-02 22:14:55
33011,277737,2016-10-05 22:58:36
3214,277750,2016-10-06 08:26:20
513,278180,2016-10-10 12:07:22
13012,279183,2016-10-18 12:15:16
35708,279419,2016-10-19 23:31:02
15168,279491,2016-10-20 14:43:38
69757,280018,2016-10-24 19:15:34
11331,280383,2016-10-27 09:33:30
